1325382912000,19808,10,Book_10,48,64,94041
1325382998400,45137,7,Book_7,95,0,94081
1325383084800,71883,2,Book_2,70,100,94301
1325383171200,39157,10,Book_10,90,45,94081
1325383257600,76517,7,Book_7,59,12,94081
1325383344000,90503,3,Book_3,85,19,94301
1325383430400,92955,7,Book_7,29,160,95015
1325383516800,43756,6,Book_6,48,161,95051
1325383603200,8828,10,Book_10,88,80,94041
1325383689600,54814,1,Book_1,58,0,95036
1325383776000,23227,4,Book_4,66,148,94081
1325383862400,68247,1,Book_1,79,148,94081
1325383948800,86457,5,Book_5,3,110,94081
1325384035200,49913,7,Book_7,37,0,94301
1325384121600,73012,1,Book_1,19,9,94040
1325384208000,48375,2,Book_2,28,112,95015
1325384294400,38586,4,Book_4,6,122,95051
1325384380800,88140,10,Book_10,39,52,95054
1325384467200,81653,10,Book_10,88,60,94301
1325384553600,48324,2,Book_2,18,121,95036
1325384640000,47226,8,Book_8,68,136,95051
1325384726400,8875,3,Book_3,37,5,95015
1325384812800,24466,3,Book_3,59,107,95051
1325384899200,61564,10,Book_10,53,45,95036
1325384985600,48269,1,Book_1,65,85,95035
1325385072000,28700,6,Book_6,11,105,95054
1325385158400,90673,9,Book_9,28,0,94301
1325385244800,91690,8,Book_8,89,167,95054
1325385331200,47843,8,Book_8,79,0,94301
1325385417600,18641,6,Book_6,14,0,94085
1325385504000,32665,7,Book_7,23,86,95015
1325385590400,96389,7,Book_7,60,129,95035
1325385676800,6921,10,Book_10,8,16,94085
1325385763200,62198,5,Book_5,87,100,94041
1325385849600,85836,2,Book_2,20,125,95051
1325385936000,44921,10,Book_10,55,20,94085
1325386022400,3867,2,Book_2,32,9,94081
1325386108800,13697,3,Book_3,49,82,94081
1325386195200,21934,5,Book_5,30,74,95036
1325386281600,16753,3,Book_3,61,57,94301
1325386368000,63874,6,Book_6,73,0,95036
1325386454400,91355,6,Book_6,54,44,95015
1325386540800,1953,8,Book_8,61,27,94301
1325386627200,71594,10,Book_10,18,46,95036
1325386713600,49051,9,Book_9,73,22,94085
1325386800000,67728,2,Book_2,21,57,94041
1325386886400,75697,6,Book_6,58,39,94081
1325386972800,21711,1,Book_1,69,8,94085
1325387059200,32037,4,Book_4,87,86,94081
1325387145600,24045,8,Book_8,99,66,95015
1325387232000,24980,3,Book_3,42,74,95054
1325387318400,98275,7,Book_7,40,1,95015
1325387404800,67377,4,Book_4,80,41,94081
1325387491200,83052,10,Book_10,23,12,94040
1325387577600,22581,8,Book_8,79,138,94085
1325387664000,34680,6,Book_6,4,95,95054
1325387750400,27057,4,Book_4,25,180,94081
1325387836800,22700,5,Book_5,0,42,95054
1325387923200,75709,4,Book_4,70,32,95035
1325388009600,72278,3,Book_3,6,97,94041
1325388096000,47075,4,Book_4,7,0,95015
1325388182400,88570,4,Book_4,6,7,95054
1325388268800,83328,3,Book_3,16,27,94041
1325388355200,3677,2,Book_2,58,0,94081
1325388441600,83070,10,Book_10,42,81,95054
1325388528000,99114,8,Book_8,93,166,95036
1325388614400,20526,8,Book_8,21,34,95051
1325388700800,47009,5,Book_5,65,1,95035
1325388787200,72192,4,Book_4,38,126,94040
1325388873600,93327,3,Book_3,87,142,94081
1325388960000,62380,7,Book_7,19,125,95054
1325389046400,25018,7,Book_7,40,14,94041
1325389132800,79518,3,Book_3,23,149,94041
1325389219200,82528,5,Book_5,84,80,94041
1325389305600,97323,9,Book_9,14,156,94301
1325389392000,74826,10,Book_10,4,129,95051
1325389478400,86757,10,Book_10,68,164,94081
1325389564800,1744,5,Book_5,61,130,95036
1325389651200,222,5,Book_5,39,108,94040
1325389737600,88784,9,Book_9,59,84,95036
1325389824000,64078,9,Book_9,34,20,94041
1325389910400,64154,6,Book_6,62,142,95036
1325389996800,81351,7,Book_7,24,178,94085
1325390083200,65289,5,Book_5,59,5,95035
1325390169600,88372,4,Book_4,70,39,94040
1325390256000,82145,2,Book_2,5,3,95015
1325390342400,66430,4,Book_4,47,167,95054
1325390428800,76979,8,Book_8,83,65,95035
1325390515200,63918,4,Book_4,73,68,94041
1325390601600,26702,4,Book_4,66,56,94040
1325390688000,9309,6,Book_6,26,75,95035
1325390774400,47907,1,Book_1,7,48,94081
1325390860800,12446,9,Book_9,75,77,95051
1325390947200,43903,7,Book_7,46,151,94301
1325391033600,3397,5,Book_5,0,8,94081
1325391120000,18531,10,Book_10,18,125,94085
1325391206400,97380,10,Book_10,81,104,95054
1325391292800,84525,2,Book_2,73,1,95015
1325391379200,15803,7,Book_7,48,89,94301
1325391465600,74382,6,Book_6,62,124,94040
1325391552000,7955,5,Book_5,60,129,95015
1325391638400,35886,8,Book_8,4,29,95051
1325391724800,82615,10,Book_10,59,141,95015
1325391811200,27250,2,Book_2,33,148,95054
1325391897600,48084,3,Book_3,74,123,95036
1325391984000,17903,1,Book_1,18,17,94301
1325392070400,22490,5,Book_5,78,139,95054
1325392156800,89543,10,Book_10,19,17,94301
1325392243200,1392,4,Book_4,98,108,94040
1325392329600,83618,9,Book_9,67,61,94041
1325392416000,91922,9,Book_9,89,141,94040
1325392502400,21585,6,Book_6,25,176,95015
1325392588800,16916,7,Book_7,20,150,95051
1325392675200,58754,10,Book_10,75,128,95036
1325392761600,65353,4,Book_4,24,170,94301
1325392848000,23872,8,Book_8,36,100,94040
1325392934400,29658,10,Book_10,78,24,94041
1325393020800,72323,9,Book_9,92,113,94301
1325393107200,1752,1,Book_1,64,153,94040
1325393193600,73266,2,Book_2,57,60,95051
1325393280000,74329,6,Book_6,41,146,95035
1325393366400,37590,6,Book_6,1,165,95054
1325393452800,12484,2,Book_2,2,97,95036
1325393539200,63041,1,Book_1,87,126,94085
1325393625600,59066,1,Book_1,27,119,95051
1325393712000,60412,3,Book_3,72,135,94040
1325393798400,22739,6,Book_6,78,138,95035
1325393884800,53270,9,Book_9,90,69,95054
1325393971200,15570,7,Book_7,7,105,95054
1325394057600,40125,7,Book_7,36,111,95015
1325394144000,97221,10,Book_10,8,52,94085
1325394230400,35945,7,Book_7,51,126,95015
1325394316800,99989,9,Book_9,94,78,95035
1325394403200,74487,8,Book_8,6,114,94081
1325394489600,59809,9,Book_9,90,103,95035
1325394576000,24910,5,Book_5,47,128,95054
1325394662400,35744,3,Book_3,99,70,95036
1325394748800,1797,10,Book_10,81,0,94081
1325394835200,3021,10,Book_10,36,68,94085
1325394921600,13189,6,Book_6,46,0,95035
1325395008000,12591,7,Book_7,4,37,94085
1325395094400,41748,10,Book_10,47,68,94041
1325395180800,81366,2,Book_2,31,87,95051
1325395267200,69455,10,Book_10,98,92,95015
1325395353600,54994,1,Book_1,11,122,95036
1325395440000,52834,5,Book_5,65,120,95036
1325395526400,96711,1,Book_1,100,135,94085
1325395612800,4297,8,Book_8,18,0,94081
1325395699200,16816,2,Book_2,33,96,95051
1325395785600,10773,8,Book_8,86,136,94301
1325395872000,64362,9,Book_9,78,89,94040
1325395958400,97970,5,Book_5,60,13,95054
1325396044800,32451,10,Book_10,79,0,94085
1325396131200,25549,8,Book_8,17,98,95035
1325396217600,65149,1,Book_1,60,169,95035
1325396304000,81866,6,Book_6,29,96,95051
1325396390400,6745,4,Book_4,26,30,95015
1325396476800,4099,9,Book_9,62,111,95035
1325396563200,51557,6,Book_6,91,137,94081
1325396649600,32521,6,Book_6,37,148,94085
1325396736000,17074,1,Book_1,92,50,95036
1325396822400,43631,4,Book_4,96,0,94085
1325396908800,47410,6,Book_6,59,150,95054
1325396995200,86120,2,Book_2,41,0,95054
1325397081600,94737,10,Book_10,59,55,94081
1325397168000,57683,10,Book_10,71,1,94301
1325397254400,97383,7,Book_7,7,12,94301
1325397340800,73699,8,Book_8,20,163,95035
1325397427200,12279,6,Book_6,0,102,95035
1325397513600,50304,5,Book_5,9,122,95036
1325397600000,64659,7,Book_7,39,140,95035
1325397686400,48011,7,Book_7,33,70,94085
1325397772800,41347,9,Book_9,98,51,94081
1325397859200,24590,4,Book_4,49,166,95054
1325397945600,9761,3,Book_3,31,133,94085
1325398032000,48943,2,Book_2,88,120,94301
1325398118400,28327,2,Book_2,63,162,94081
1325398204800,63034,1,Book_1,94,13,95036
1325398291200,84686,10,Book_10,10,105,95051
1325398377600,76693,4,Book_4,7,150,94301
1325398464000,49206,9,Book_9,88,51,95051
1325398550400,97108,9,Book_9,31,24,94041
1325398636800,82561,3,Book_3,7,152,94085
1325398723200,52985,8,Book_8,76,37,95015
1325398809600,40500,9,Book_9,59,37,95054
1325398896000,81849,6,Book_6,17,69,95035
1325398982400,15846,1,Book_1,71,69,95051
1325399068800,20578,2,Book_2,20,0,94041
1325399155200,82184,5,Book_5,22,65,95036
1325399241600,63948,6,Book_6,50,53,94041
1325399328000,10897,6,Book_6,36,157,94081
1325399414400,57624,5,Book_5,47,175,95036
1325399500800,96147,6,Book_6,91,161,94081
1325399587200,43235,7,Book_7,78,108,95015
1325399673600,65168,8,Book_8,30,156,94041
1325399760000,57462,1,Book_1,18,24,94040
1325399846400,38778,1,Book_1,51,118,94041
1325399932800,22752,8,Book_8,51,159,94040
1325400019200,52445,6,Book_6,22,35,95015
1325400105600,56151,10,Book_10,58,50,94085
1325400192000,7956,3,Book_3,34,172,95051
1325400278400,43405,10,Book_10,33,27,95015
1325400364800,85713,7,Book_7,55,129,94301
1325400451200,25881,10,Book_10,41,116,94085
1325400537600,44238,8,Book_8,85,27,94041
1325400624000,36084,10,Book_10,8,108,95036
1325400710400,25338,8,Book_8,30,51,94041
1325400796800,23295,4,Book_4,29,60,95015
1325400883200,36561,1,Book_1,77,140,94085
1325400969600,61618,2,Book_2,86,0,94041
1325401056000,2330,9,Book_9,11,86,95054
1325401142400,12647,5,Book_5,92,60,94081
1325401228800,2264,6,Book_6,82,0,95036
1325401315200,29787,6,Book_6,6,167,94081
1325401401600,23032,2,Book_2,41,58,94040
1325401488000,43138,5,Book_5,84,125,94041
1325401574400,18685,8,Book_8,58,89,95015
1325401660800,86155,10,Book_10,48,70,95015
1325401747200,17603,2,Book_2,76,156,94301
1325401833600,70668,9,Book_9,87,176,94041
1325401920000,25213,1,Book_1,39,0,94301
1325402006400,15807,6,Book_6,8,81,94081
1325402092800,42576,1,Book_1,62,90,95051
1325402179200,8815,10,Book_10,86,60,95015
1325402265600,54628,10,Book_10,96,0,94041
1325402352000,2856,2,Book_2,5,43,95051
1325402438400,73246,4,Book_4,15,0,95051
1325402524800,98776,2,Book_2,92,106,95051
1325402611200,9395,9,Book_9,33,111,95015
1325402697600,15392,2,Book_2,32,28,94040
1325402784000,73056,10,Book_10,52,53,95051
1325402870400,51895,3,Book_3,70,21,95015
1325402956800,20462,7,Book_7,10,135,94040
1325403043200,80695,2,Book_2,75,129,95015
1325403129600,20751,4,Book_4,7,53,94085
1325403216000,56261,1,Book_1,55,176,94085
1325403302400,4299,9,Book_9,54,49,95035
1325403388800,19808,9,Book_9,82,129,94041
1325403475200,63225,5,Book_5,90,124,95015
1325403561600,93090,2,Book_2,40,113,95054
1325403648000,67228,2,Book_2,81,46,94041
1325403734400,93797,9,Book_9,50,78,94081
1325403820800,1005,5,Book_5,58,73,95015
1325403907200,15528,2,Book_2,6,120,94041
1325403993600,35598,3,Book_3,52,74,94041
1325404080000,83004,2,Book_2,47,48,95036
1325404166400,43333,5,Book_5,22,81,94301
1325404252800,52071,4,Book_4,86,163,94085
1325404339200,24450,2,Book_2,78,37,95054
1325404425600,86325,7,Book_7,79,92,95015
1325404512000,25577,8,Book_8,93,5,94081
1325404598400,84652,3,Book_3,98,7,94040
1325404684800,16332,2,Book_2,56,133,94040
1325404771200,39953,2,Book_2,26,55,94301
1325404857600,55702,4,Book_4,11,44,94040
1325404944000,40368,2,Book_2,87,69,94041
1325405030400,31960,1,Book_1,45,0,95054
1325405116800,64269,4,Book_4,42,11,95035
1325405203200,53116,5,Book_5,34,76,95051
1325405289600,77886,9,Book_9,99,54,95051
1325405376000,52170,4,Book_4,64,22,95054
1325405462400,91024,8,Book_8,44,162,95036
1325405548800,40114,9,Book_9,70,84,95036
1325405635200,57733,2,Book_2,19,76,94301
1325405721600,34104,9,Book_9,52,23,95036
1325405808000,4875,8,Book_8,32,1,95015
1325405894400,26957,1,Book_1,25,41,94081
1325405980800,48392,8,Book_8,6,180,94040
1325406067200,46789,9,Book_9,14,79,95035
1325406153600,55385,5,Book_5,75,111,95015
1325406240000,49944,3,Book_3,96,74,95036
1325406326400,85629,6,Book_6,82,85,95035
1325406412800,55382,2,Book_2,86,145,94040
1325406499200,57056,2,Book_2,1,10,95051
1325406585600,50350,6,Book_6,19,164,95054
1325406672000,52945,10,Book_10,90,0,95015
1325406758400,1964,6,Book_6,8,44,95036
1325406844800,15695,9,Book_9,96,71,95015
1325406931200,90076,1,Book_1,24,58,95051
1325407017600,20144,6,Book_6,74,172,95036
1325407104000,90200,7,Book_7,25,150,95054
1325407190400,13732,8,Book_8,16,95,94040
1325407276800,97247,6,Book_6,31,152,94081
1325407363200,10902,1,Book_1,19,33,94040
1325407449600,80415,2,Book_2,90,1,95015
1325407536000,9764,2,Book_2,42,21,95036
1325407622400,5105,7,Book_7,30,37,95015
1325407708800,7554,2,Book_2,4,24,95036
1325407795200,76389,3,Book_3,26,70,95035
1325407881600,86210,8,Book_8,57,18,95054
1325407968000,14800,8,Book_8,55,59,95054
1325408054400,76315,6,Book_6,16,158,95015
1325408140800,13727,9,Book_9,94,4,94081
1325408227200,40395,2,Book_2,43,138,95015
1325408313600,39697,10,Book_10,64,10,94081
1325408400000,54996,4,Book_4,41,19,95051
1325408486400,35587,1,Book_1,59,73,94081
1325408572800,13152,7,Book_7,41,69,94040
1325408659200,45500,9,Book_9,69,112,95054
1325408745600,17020,8,Book_8,6,110,95054
1325408832000,41302,4,Book_4,25,137,94040
1325408918400,48424,10,Book_10,23,132,95036
1325409004800,90615,6,Book_6,15,94,95015
1325409091200,47305,2,Book_2,2,172,95015
1325409177600,2809,6,Book_6,64,28,95035
1325409264000,9292,8,Book_8,98,48,94040
1325409350400,40525,3,Book_3,50,171,95015
1325409436800,73296,4,Book_4,92,25,95051
1325409523200,30647,8,Book_8,55,33,94081
1325409609600,46256,10,Book_10,77,59,95051
1325409696000,98489,2,Book_2,100,21,95035
1325409782400,19081,10,Book_10,37,58,94085
1325409868800,51585,9,Book_9,94,73,95015
1325409955200,46839,6,Book_6,86,104,95035
1325410041600,80701,2,Book_2,71,67,94085
1325410128000,95757,1,Book_1,26,94,94081
1325410214400,52150,4,Book_4,92,53,95054
1325410300800,15481,5,Book_5,43,128,94085
1325410387200,29507,10,Book_10,78,0,94081
1325410473600,86349,3,Book_3,51,17,95035
1325410560000,49133,1,Book_1,64,45,94301
1325410646400,14857,6,Book_6,8,175,94081
1325410732800,83272,5,Book_5,60,16,94040
1325410819200,8738,1,Book_1,93,0,94041
1325410905600,25606,4,Book_4,34,51,95051
1325410992000,11910,6,Book_6,85,43,95054
1325411078400,93950,1,Book_1,18,27,95054
1325411164800,53943,2,Book_2,64,10,94301
1325411251200,51931,4,Book_4,54,147,94085
1325411337600,70655,6,Book_6,36,30,95015
1325411424000,60092,3,Book_3,71,22,94040
1325411510400,17656,9,Book_9,39,8,95051
1325411596800,72319,5,Book_5,48,55,95035
1325411683200,12712,9,Book_9,8,119,94040
1325411769600,18008,1,Book_1,57,21,94041
1325411856000,44402,4,Book_4,20,165,94040
1325411942400,70210,6,Book_6,84,42,95054
1325412028800,81072,5,Book_5,29,80,94040
1325412115200,46268,4,Book_4,35,56,94041
1325412201600,17829,3,Book_3,11,138,95035
1325412288000,36104,5,Book_5,21,129,95036
1325412374400,29674,3,Book_3,12,43,95036
1325412460800,71228,6,Book_6,87,157,94041
1325412547200,27348,8,Book_8,24,145,94041
1325412633600,69959,1,Book_1,26,76,95035
1325412720000,46354,4,Book_4,80,113,95036
1325412806400,51600,1,Book_1,27,37,95054
1325412892800,74110,8,Book_8,69,84,95054
1325412979200,81851,6,Book_6,15,149,94085
1325413065600,52780,3,Book_3,32,4,95054
1325413152000,77560,3,Book_3,66,154,95054
1325413238400,79351,1,Book_1,69,163,94085
1325413324800,52209,7,Book_7,84,29,95035
1325413411200,92193,2,Book_2,69,79,94301
1325413497600,91846,8,Book_8,82,3,95051
1325413584000,98743,9,Book_9,97,147,94301
1325413670400,51547,2,Book_2,23,118,94081
1325413756800,22997,1,Book_1,84,22,94081
1325413843200,61515,7,Book_7,57,0,95015
1325413929600,2046,9,Book_9,82,95,95051
1325414016000,75304,3,Book_3,98,51,95036
1325414102400,16782,1,Book_1,20,123,94040
1325414188800,77271,4,Book_4,30,0,94085
1325414275200,9464,6,Book_6,23,177,95036
1325414361600,81728,4,Book_4,30,130,94041
1325414448000,19436,4,Book_4,61,0,95051
1325414534400,26243,2,Book_2,39,117,94301
1325414620800,6009,9,Book_9,100,0,95035
1325414707200,7233,6,Book_6,21,62,94301
1325414793600,75941,1,Book_1,56,95,94085
1325414880000,8050,2,Book_2,80,69,95054
1325414966400,78372,3,Book_3,20,170,94040
1325415052800,18297,9,Book_9,3,12,94081
1325415139200,45420,7,Book_7,31,100,95054
1325415225600,2330,5,Book_5,19,107,95054
1325415312000,60795,7,Book_7,27,109,95015
1325415398400,27687,4,Book_4,83,167,94081
1325415484800,36621,5,Book_5,59,46,94085
1325415571200,19394,6,Book_6,87,118,95036
1325415657600,34573,6,Book_6,16,162,94301
1325415744000,76795,3,Book_3,94,109,95015
1325415830400,15812,8,Book_8,92,77,94040
1325415916800,2568,5,Book_5,34,168,94041
1325416003200,80261,8,Book_8,19,148,94085
1325416089600,17927,3,Book_3,11,15,94081
1325416176000,19170,2,Book_2,89,77,95054
1325416262400,38887,9,Book_9,40,12,94081
1325416348800,97070,4,Book_4,74,5,95054
1325416435200,99883,5,Book_5,75,160,94301
1325416521600,75373,1,Book_1,39,80,94301
1325416608000,39186,10,Book_10,85,166,95051
1325416694400,8370,1,Book_1,55,0,95054
1325416780800,34099,3,Book_3,64,72,95035
1325416867200,49132,6,Book_6,46,35,94040
1325416953600,62100,7,Book_7,40,105,95054
1325417040000,27802,4,Book_4,73,119,94040
1325417126400,44402,3,Book_3,72,153,94040
1325417212800,14511,7,Book_7,42,16,94085
1325417299200,66521,7,Book_7,88,110,94085
1325417385600,84576,2,Book_2,54,92,95051
1325417472000,19284,8,Book_8,2,99,95036
1325417558400,21764,3,Book_3,66,79,95036
1325417644800,10493,6,Book_6,16,26,94301
1325417731200,2218,5,Book_5,63,166,94041
1325417817600,80582,1,Book_1,59,145,94040
1325417904000,14746,7,Book_7,24,57,95051
1325417990400,83090,8,Book_8,40,158,95054
1325418076800,71961,6,Book_6,22,86,94085
1325418163200,65369,2,Book_2,4,131,95035
1325418249600,5812,6,Book_6,59,150,94040
1325418336000,63898,3,Book_3,91,0,94041
1325418422400,32556,9,Book_9,55,74,95051
1325418508800,71854,1,Book_1,72,118,95036
1325418595200,16678,5,Book_5,9,9,94041
1325418681600,1249,4,Book_4,79,129,95035
1325418768000,33833,5,Book_5,64,132,94301
1325418854400,27931,8,Book_8,93,0,94085
1325418940800,63529,1,Book_1,63,62,95035
1325419027200,90159,7,Book_7,64,0,95035
1325419113600,64282,6,Book_6,18,167,94040
1325419200000,39854,5,Book_5,28,121,95036
1325419286400,23617,2,Book_2,67,89,94081
1325419372800,39461,4,Book_4,34,138,94085
1325419459200,76829,4,Book_4,68,164,95035
1325419545600,19965,9,Book_9,50,24,95015
1325419632000,51390,7,Book_7,64,171,95054
1325419718400,15235,2,Book_2,5,54,95015
1325419804800,21420,1,Book_1,63,53,95054
1325419891200,67791,4,Book_4,27,16,94085
1325419977600,41987,10,Book_10,96,104,94081
1325420064000,79329,2,Book_2,6,21,95035
1325420150400,17148,9,Book_9,36,64,94041
1325420236800,45302,6,Book_6,11,50,94040
1325420323200,46861,5,Book_5,10,0,94085
1325420409600,17440,6,Book_6,86,113,95054
1325420496000,91007,5,Book_5,7,0,94081
1325420582400,74664,7,Book_7,79,140,95036
1325420668800,84151,9,Book_9,43,146,94085
1325420755200,79161,2,Book_2,29,152,94085
1325420841600,55222,6,Book_6,64,123,94040
1325420928000,55454,9,Book_9,52,162,95036
1325421014400,52188,7,Book_7,23,15,94041
1325421100800,82642,7,Book_7,40,177,94040
1325421187200,86155,7,Book_7,74,14,95015
1325421273600,8624,9,Book_9,58,170,95036
1325421360000,9158,8,Book_8,29,89,94041
1325421446400,83671,10,Book_10,55,126,94085
1325421532800,92330,1,Book_1,66,50,95054
1325421619200,78653,10,Book_10,65,0,94301
1325421705600,67804,8,Book_8,15,138,95036
1325421792000,94697,2,Book_2,28,135,94081
1325421878400,71109,6,Book_6,44,56,95035
1325421964800,51955,10,Book_10,14,82,95015
1325422051200,18093,4,Book_4,41,153,94301
1325422137600,24039,6,Book_6,11,174,95035
1325422224000,29991,8,Book_8,69,0,94085
1325422310400,45842,10,Book_10,90,145,94040
1325422396800,21245,8,Book_8,51,37,95015
1325422483200,1962,9,Book_9,28,178,94040
1325422569600,48423,7,Book_7,59,5,94301
1325422656000,36057,5,Book_5,86,156,94081
1325422742400,47158,1,Book_1,7,164,94041
1325422828800,62144,6,Book_6,43,96,95036
1325422915200,16464,6,Book_6,40,44,95036
1325423001600,69357,7,Book_7,47,71,94081
1325423088000,66646,1,Book_1,80,86,95051
1325423174400,57973,2,Book_2,13,55,94301
1325423260800,79835,6,Book_6,3,57,95015
1325423347200,39589,4,Book_4,11,0,95035
1325423433600,69331,3,Book_3,55,20,94085
1325423520000,40578,8,Book_8,68,168,94041
1325423606400,7667,10,Book_10,21,26,94081
1325423692800,18734,4,Book_4,92,15,95036
1325423779200,97877,2,Book_2,78,69,94081
1325423865600,95077,9,Book_9,98,7,94081
1325423952000,31222,2,Book_2,98,38,94040
1325424038400,59231,8,Book_8,41,61,94085
1325424124800,85997,1,Book_1,43,118,94081
1325424211200,55910,8,Book_8,61,172,95054
1325424297600,92680,2,Book_2,23,161,95054
1325424384000,2517,7,Book_7,61,16,94081
1325424470400,31502,10,Book_10,13,76,94040
1325424556800,97483,10,Book_10,47,0,94301
1325424643200,23881,9,Book_9,38,140,94085
1325424729600,26938,5,Book_5,21,142,94041
1325424816000,2365,9,Book_9,31,71,95015
1325424902400,51950,8,Book_8,19,31,95054
1325424988800,55035,10,Book_10,84,149,95015
1325425075200,14439,9,Book_9,100,151,95035
1325425161600,81586,3,Book_3,94,178,95051
1325425248000,86227,9,Book_9,10,174,94081
1325425334400,77919,2,Book_2,57,6,95035
1325425420800,57489,7,Book_7,36,142,95035
1325425507200,75858,10,Book_10,11,156,94041
1325425593600,85637,5,Book_5,9,8,94081
1325425680000,6618,4,Book_4,52,33,94041
1325425766400,77457,3,Book_3,63,180,94081
1325425852800,30583,7,Book_7,39,0,94301
1325425939200,13211,3,Book_3,83,42,94085
1325426025600,79540,1,Book_1,84,175,95054
1325426112000,14909,10,Book_10,71,38,95035
1325426198400,57585,7,Book_7,1,149,95015
1325426284800,26432,9,Book_9,26,115,94040
1325426371200,33466,10,Book_10,19,112,95051
1325426457600,51084,1,Book_1,37,47,95036
1325426544000,1950,4,Book_4,87,156,95054
1325426630400,70765,6,Book_6,51,59,95015
1325426716800,30141,9,Book_9,46,73,94085
1325426803200,43928,9,Book_9,5,14,94041
1325426889600,76814,9,Book_9,7,11,95036
1325426976000,73158,8,Book_8,23,70,94041
1325427062400,83511,7,Book_7,100,80,94085
1325427148800,33722,1,Book_1,43,138,94040
1325427235200,96153,6,Book_6,40,163,94301
1325427321600,89589,3,Book_3,63,82,95035
1325427408000,15403,8,Book_8,77,13,94301
1325427494400,66732,7,Book_7,26,106,94040
1325427580800,66203,10,Book_10,55,80,94301
1325427667200,83404,1,Book_1,2,89,95036
1325427753600,42484,4,Book_4,86,137,95036
1325427840000,22933,6,Book_6,64,21,94301
1325427926400,88533,6,Book_6,64,0,94301
1325428012800,33228,3,Book_3,61,122,94041
1325428099200,78646,8,Book_8,46,49,95051
1325428185600,44258,2,Book_2,50,31,94041
1325428272000,9722,1,Book_1,46,174,94040
1325428358400,7665,9,Book_9,57,150,95015
1325428444800,30170,7,Book_7,3,73,95054
